# qwen35moe (Qwen3.6-35B-A3B-Q4_K_M) per-layer oracle fingerprints
# prompt tokens: 785 3974 13876 38835 35308 916 ; last-token column; sum/absum/v0..v2
# from llama.cpp g35moe_oracle_dbg (cb_eval). Stage-2a localization targets (relative, not bit-exact: oracle Q4 vs SP f32).

ORC final_output-28    ne=[4096,6] sum=0.23563 absum=20.72860 v0=-0.000262 v1=0.001132 v2=0.002082
ORC linear_attn_out-28 ne=[2048,6] sum=1.15128 absum=16.33209 v0=-0.005035 v1=-0.000412 v2=-0.006551
ORC linear_attn_out-28 (reshaped) ne=[2048,6] sum=1.15128 absum=16.33209 v0=-0.005035 v1=-0.000412 v2=-0.006551
ORC ffn_moe_out-28     ne=[2048,6] sum=-0.15698 absum=22.88571 v0=-0.021792 v1=-0.019452 v2=-0.008936
ORC ffn_out-28         ne=[2048,6] sum=-0.10691 absum=24.31950 v0=-0.016086 v1=-0.027176 v2=-0.011312
ORC l_out-28           ne=[2048,6] sum=0.74881 absum=102.55897 v0=-0.044742 v1=0.025631 v2=-0.023326
ORC conv_output_silu-29 ne=[8192,6] sum=32.55029 absum=295.73363 v0=-0.018963 v1=0.000568 v2=0.014191
ORC attn_output-29     ne=[128,32] sum=0.00001 absum=0.00001 v0=-0.000000 v1=-0.000000 v2=0.000000
ORC final_output-29    ne=[4096,6] sum=-2.11639 absum=25.56149 v0=0.002707 v1=0.000059 v2=-0.001133
ORC linear_attn_out-29 ne=[2048,6] sum=-0.62681 absum=19.87174 v0=0.034246 v1=0.001550 v2=0.005837
ORC linear_attn_out-29 (reshaped) ne=[2048,6] sum=-0.62681 absum=19.87174 v0=0.034246 v1=0.001550 v2=0.005837
ORC ffn_moe_out-29     ne=[2048,6] sum=-0.85863 absum=23.87121 v0=0.012578 v1=-0.012123 v2=-0.003128
ORC ffn_out-29         ne=[2048,6] sum=-0.68563 absum=25.05734 v0=0.017050 v1=-0.015420 v2=-0.000435
ORC l_out-29           ne=[2048,6] sum=-0.56363 absum=106.86009 v0=0.006554 v1=0.011761 v2=-0.017923
ORC conv_output_silu-30 ne=[8192,6] sum=44.05330 absum=323.77348 v0=-0.009061 v1=-0.053545 v2=0.019990
ORC attn_output-30     ne=[128,32] sum=-0.00000 absum=0.00007 v0=-0.000000 v1=0.000001 v2=0.000000
ORC final_output-30    ne=[4096,6] sum=-1.19085 absum=33.80046 v0=-0.010021 v1=0.031038 v2=-0.000278
ORC linear_attn_out-30 ne=[2048,6] sum=-0.81311 absum=26.24751 v0=0.014550 v1=-0.011020 v2=-0.022369
ORC linear_attn_out-30 (reshaped) ne=[2048,6] sum=-0.81311 absum=26.24751 v0=0.014550 v1=-0.011020 v2=-0.022369
ORC ffn_moe_out-30     ne=[2048,6] sum=-0.77814 absum=22.97816 v0=0.004386 v1=0.002938 v2=-0.011682
ORC ffn_out-30         ne=[2048,6] sum=-0.94475 absum=27.64093 v0=0.023923 v1=0.005541 v2=-0.027666
ORC l_out-30           ne=[2048,6] sum=-2.32150 absum=119.56525 v0=0.045026 v1=0.006282 v2=-0.067958
ORC attn_gated-31      ne=[4096,6] sum=-1.84628 absum=39.36368 v0=-0.004395 v1=-0.003708 v2=-0.001662
ORC attn_output-31     ne=[2048,6] sum=-0.75122 absum=21.95549 v0=-0.012051 v1=-0.000272 v2=0.018712
ORC ffn_moe_out-31     ne=[2048,6] sum=-1.13158 absum=26.08374 v0=0.007182 v1=0.016377 v2=-0.016798
ORC ffn_out-31         ne=[2048,6] sum=-0.66920 absum=33.53142 v0=0.021829 v1=0.010094 v2=0.002537
ORC l_out-31           ne=[2048,6] sum=-3.74192 absum=123.06029 v0=0.054804 v1=0.016103 v2=-0.046709
ORC conv_output_silu-32 ne=[8192,6] sum=77.47584 absum=379.54823 v0=0.002025 v1=0.003582 v2=0.038680
ORC attn_output-32     ne=[128,32] sum=-0.00026 absum=0.00310 v0=-0.000002 v1=0.000008 v2=-0.000012
ORC final_output-32    ne=[4096,6] sum=-1.76908 absum=32.84010 v0=0.015440 v1=0.000728 v2=-0.005022
ORC linear_attn_out-32 ne=[2048,6] sum=1.12606 absum=24.64299 v0=-0.015587 v1=0.007130 v2=-0.009303
ORC linear_attn_out-32 (reshaped) ne=[2048,6] sum=1.12606 absum=24.64299 v0=-0.015587 v1=0.007130 v2=-0.009303
ORC ffn_moe_out-32     ne=[2048,6] sum=-0.31014 absum=32.55638 v0=0.005732 v1=-0.000486 v2=0.013267
ORC ffn_out-32         ne=[2048,6] sum=-0.51091 absum=34.78118 v0=-0.000035 v1=-0.005909 v2=0.000343
ORC l_out-32           ne=[2048,6] sum=-3.12677 absum=132.67181 v0=0.039182 v1=0.017323 v2=-0.055668
ORC conv_output_silu-33 ne=[8192,6] sum=31.16713 absum=406.43650 v0=-0.254995 v1=-0.199285 v2=0.011864
ORC attn_output-33     ne=[128,32] sum=-0.00084 absum=0.00223 v0=0.000004 v1=-0.000006 v2=0.000009
ORC final_output-33    ne=[4096,6] sum=-7.94840 absum=45.84044 v0=0.000186 v1=0.002084 v2=0.002345
ORC linear_attn_out-33 ne=[2048,6] sum=-1.18777 absum=35.96392 v0=0.010682 v1=-0.003221 v2=0.013209
ORC linear_attn_out-33 (reshaped) ne=[2048,6] sum=-1.18777 absum=35.96392 v0=0.010682 v1=-0.003221 v2=0.013209
ORC ffn_moe_out-33     ne=[2048,6] sum=-0.31194 absum=51.76022 v0=-0.005162 v1=-0.000668 v2=0.010626
ORC ffn_out-33         ne=[2048,6] sum=0.10609 absum=53.97286 v0=-0.012350 v1=0.001928 v2=0.014686
ORC l_out-33           ne=[2048,6] sum=-4.20845 absum=158.89387 v0=0.037513 v1=0.016030 v2=-0.027773
ORC conv_output_silu-34 ne=[8192,6] sum=59.95982 absum=427.73962 v0=0.030287 v1=0.005101 v2=-0.008154
ORC attn_output-34     ne=[128,32] sum=-0.00648 absum=0.01158 v0=0.000004 v1=-0.000004 v2=0.000011
ORC final_output-34    ne=[4096,6] sum=-3.21060 absum=64.68527 v0=0.024874 v1=0.001668 v2=-0.061408
ORC linear_attn_out-34 ne=[2048,6] sum=0.57712 absum=58.25924 v0=0.016153 v1=0.006781 v2=-0.019076
ORC linear_attn_out-34 (reshaped) ne=[2048,6] sum=0.57712 absum=58.25924 v0=0.016153 v1=0.006781 v2=-0.019076
ORC ffn_moe_out-34     ne=[2048,6] sum=-4.05467 absum=93.12603 v0=0.078482 v1=0.054327 v2=-0.006757
ORC ffn_out-34         ne=[2048,6] sum=0.82350 absum=111.90073 v0=0.070948 v1=0.040013 v2=-0.004551
ORC l_out-34           ne=[2048,6] sum=-2.80782 absum=222.57494 v0=0.124613 v1=0.062824 v2=-0.051401
ORC attn_gated-35      ne=[4096,6] sum=5.77527 absum=90.12205 v0=0.000256 v1=-0.002397 v2=0.019501
ORC attn_output-35     ne=[2048,6] sum=-5.86856 absum=68.03941 v0=0.003762 v1=0.056466 v2=-0.017666
ORC ffn_moe_out-35     ne=[2048,6] sum=-0.40694 absum=40.27589 v0=0.027634 v1=0.011360 v2=0.026546
ORC ffn_out-35         ne=[2048,6] sum=0.26712 absum=54.36687 v0=0.038516 v1=-0.031820 v2=-0.016870
ORC l_out-35           ne=[2048,6] sum=-8.40926 absum=225.44292 v0=0.166892 v1=0.087471 v2=-0.085937
ORC conv_output_silu-36 ne=[8192,6] sum=-19.98219 absum=828.66290 v0=-0.158488 v1=-0.009477 v2=0.018310
ORC attn_output-36     ne=[128,32] sum=0.00154 absum=0.00549 v0=-0.000001 v1=-0.000018 v2=0.000011
ORC final_output-36    ne=[4096,6] sum=-3.18747 absum=81.90912 v0=-0.006427 v1=-0.019691 v2=0.001045
ORC linear_attn_out-36 ne=[2048,6] sum=-1.02613 absum=55.93755 v0=-0.020566 v1=0.042965 v2=0.015711
ORC linear_attn_out-36 (reshaped) ne=[2048,6] sum=-1.02613 absum=55.93755 v0=-0.020566 v1=0.042965 v2=0.015711
ORC ffn_moe_out-36     ne=[2048,6] sum=-0.62454 absum=111.05368 v0=0.046432 v1=0.048988 v2=0.059654
ORC ffn_out-36         ne=[2048,6] sum=-1.36778 absum=117.92938 v0=0.060900 v1=0.051564 v2=0.061760
ORC l_out-36           ne=[2048,6] sum=-10.80316 absum=267.36864 v0=0.207226 v1=0.182000 v2=-0.008466
ORC conv_output_silu-37 ne=[8192,6] sum=45.56746 absum=904.29748 v0=-0.011422 v1=0.010899 v2=0.021284
ORC attn_output-37     ne=[128,32] sum=0.00191 absum=0.01837 v0=0.000041 v1=-0.000122 v2=-0.000002
ORC final_output-37    ne=[4096,6] sum=-33.78095 absum=123.57272 v0=-0.000443 v1=0.001940 v2=0.001506
ORC linear_attn_out-37 ne=[2048,6] sum=0.44925 absum=80.74866 v0=0.002936 v1=0.005024 v2=-0.010952
ORC linear_attn_out-37 (reshaped) ne=[2048,6] sum=0.44925 absum=80.74866 v0=0.002936 v1=0.005024 v2=-0.010952
ORC ffn_moe_out-37     ne=[2048,6] sum=10.41893 absum=191.93444 v0=0.114701 v1=0.125166 v2=-0.074447
ORC ffn_out-37         ne=[2048,6] sum=8.00189 absum=202.68062 v0=0.084241 v1=0.142089 v2=-0.079145
ORC l_out-37           ne=[2048,6] sum=-2.35202 absum=378.04774 v0=0.294403 v1=0.329114 v2=-0.098563
ORC conv_output_silu-38 ne=[8192,6] sum=163.99864 absum=774.88497 v0=0.036870 v1=0.021415 v2=-0.229523
ORC attn_output-38     ne=[128,32] sum=0.00926 absum=0.01818 v0=0.000031 v1=0.000239 v2=0.000029
ORC final_output-38    ne=[4096,6] sum=-13.75934 absum=143.43546 v0=-0.000340 v1=-0.026571 v2=0.019458
ORC linear_attn_out-38 ne=[2048,6] sum=0.61862 absum=92.28573 v0=0.029651 v1=-0.036358 v2=0.069116
ORC linear_attn_out-38 (reshaped) ne=[2048,6] sum=0.61862 absum=92.28573 v0=0.029651 v1=-0.036358 v2=0.069116
ORC ffn_moe_out-38     ne=[2048,6] sum=0.94353 absum=139.06427 v0=-0.006149 v1=-0.097315 v2=-0.040826
ORC ffn_out-38         ne=[2048,6] sum=2.51104 absum=178.52520 v0=-0.016272 v1=-0.112251 v2=0.023908
ORC l_out-38           ne=[2048,6] sum=0.77765 absum=469.17336 v0=0.307781 v1=0.180504 v2=-0.005538
ORC attn_gated-39      ne=[4096,6] sum=-50.87932 absum=278.25314 v0=0.036927 v1=0.017384 v2=0.023119
ORC attn_output-39     ne=[2048,6] sum=3.83418 absum=174.37146 v0=-0.193416 v1=0.029282 v2=-0.048388
ORC ffn_moe_out-39     ne=[2048,6] sum=3.77053 absum=271.71237 v0=0.035019 v1=0.049929 v2=-0.153861
ORC ffn_out-39         ne=[2048,6] sum=-28.04136 absum=438.86913 v0=-0.204711 v1=0.064518 v2=-0.175997
ORC result_norm        ne=[2048,1] sum=-160.52923 absum=3637.22180 v0=-0.580743 v1=1.783371 v2=-1.528614
ORC result_output      ne=[248320,1] sum=-230394.48056 absum=436850.73669 v0=6.422596 v1=5.754971 v2=3.118569
